institution,location,degree_name,url,state
CUNY Lehman College,"Bronx, New York",Master of Science in Geographic Information Science,http://www.lehman.edu/academics/eggs/geographic-information-science.php,new york
CUNY Queens College,"Flushing, New York",MA in Data Analytics & Applied Social Research,http://qcbigdata.com/program/,new york
Fordham University,"Bronx, New York",Master of Science in Business Analytics,http://www.fordham.edu/info/21535/business_analytics,new york
Icahn School of Medicine at Mount Sinai,"New York, New York",Master of Science in Biostatistics,http://icahn.mssm.edu/education/masters/biostatistics,new york
Keller Graduate School of Management,"New York, New York",MBA with a Business Intelligence and Analytics Management Concentration,http://keller.edu/graduate-degree-programs/mba-program/business-intelligence-mba.html,new york
Manhattan College,"Riverdale, New York",M.S. in Applied Mathematics - Data Analytics,https://manhattan.edu/academics/5-year-programs/applied-mathematics-data-analytics.php,new york
Marist College,"Poughkeepsie, New York",Advanced Certificate in Business Analytics,http://www.marist.edu/admission/graduate/business-analytics/,new york
New York Institute of Technology,"Old Westbury, New York",Master of Science in Data Science,https://www.nyit.edu/degrees/data_science_ms,new york
New York University,"New York, New York",Advanced Certificate in Applied Urban Science and Informatics,http://cusp.nyu.edu/advanced-certificate-in-applied-urban-science-and-informatics/,new york
Pace University-New York,"New York, New York",Master of Science in Enterprise Analytics,https://www.pace.edu/seidenberg/enterprise-analytics-ms,new york
Pratt Institute-Main,"Brooklyn, New York",Advanced Certificate in Spatial Analysis and Design,https://www.pratt.edu/academics/information/advanced-certificates/spatial-analysis-and-design/,new york
Rensselaer Polytechnic Institute,"Troy, New York",M.S. in Information Technology - Concentration in Data Science and Analytics,https://science.rpi.edu/itws/programs/graduate/ms,new york
Rochester Institute of Technology,"Rochester, New York",Advanced Certificate in Applied Statistics,https://www.rit.edu/programs/applied-statistics-adv-cert,new york
St. John's University,"Queens, New York",Master of Science in Data Mining and Predictive Analytics,http://www.stjohns.edu/academics/schools-and-colleges/college-professional-studies/programs-and-majors/data-mining-and-predictive-analytics-master-science,new york
Stony Brook University,"Stony Brook, New York",Advanced Graduate Certificate in Geospatial Science,http://www.stonybrook.edu/commcms/gss/education/Graduate.html,new york
SUNY College of Environmental Science and Forestry,"Syracuse, New York",Master of Science in Geospatial Information Science and Engineering,http://www.esf.edu/ere/graduate/gisce/,new york
Syracuse University,"Syracuse, New York",Master of Science in Applied Data Science,https://ischool.syr.edu/academics/graduate/masters-degrees/ms-in-applied-data-science/,new york
The New School,"New York, New York",Data Visualization (MS),http://www.newschool.edu/parsons/ms-data-visualization/,new york
Trocaire College,"Buffalo, New York",Certificate in Healthcare Informatics,https://trocaire.edu/academic-program/healthcare-informatics/,new york
University at Buffalo,"Buffalo, New York",Dual Master of Science (MS) in Management Science: Business Analytics and Systems / Master of Business Administration (MBA),http://mgt.buffalo.edu/degree-programs/abroad/business-analytics-amrita.html,new york
University of Rochester,"Rochester, New York",MA and MS in Medical Statistics,http://www.urmc.rochester.edu/education/graduate/phd/statistics/,new york
Utica College,"Utica, New York",Online Master of Science in Data Science,http://programs.online.utica.edu/programs/masters-data-science,new york
Yeshiva University,"New York, New York",Master's in Quantitative Economics,https://www.yu.edu/katz-school-graduate-and-professional-studies/programs/graduate-programs/katz-school-graduate-and,new york
University of North Carolina at Chapel Hill,"Chapel Hill, North Carolina",Online MBA with a Specialization in Data Analytics and Decision Making,https://requestinfo.onlinemba.unc.edu/index.html?s=mastersindatasciencesite&l=schools_north%20carolina--listings-featured-program,north carolina
Appalachian State University,"Boone, North Carolina",Master of Science in Applied Data Analytics,http://www.appstate.edu/academics/graduate/id/applied-data-analytics-ms,north carolina
Duke University,"Durham, North Carolina",Big Data and Data Science Certificate,http://learnmore.duke.edu/certificates/big-data-and-data-science-online-program,north carolina
North Carolina State University at Raleigh,"Raleigh, North Carolina",Graduate Certificate in Geospatial Information Science,http://online.geospatial.ncsu.edu/programs/graduate-certificate-in-gis/,north carolina
University of North Carolina at Chapel Hill,"Chapel Hill, North Carolina",Online MBA with a Specialization in Data Analytics and Decision Making,https://requestinfo.onlinemba.unc.edu/index.html?s=mastersindatasciencesite&l=specialties_online_masters_ba_sp&utm_source=mastersindatasciencesite&utm_medium=link&utm_campaign=specialties_online_masters_ba_sp,north carolina
University of North Carolina at Charlotte,"Charlotte, North Carolina",Graduate Certificate in Data Science and Business Analytics,http://analytics.uncc.edu/academics,north carolina
University of North Carolina at Greensboro,"Greensboro, North Carolina",Graduate Certificate in Business Analytics,http://bae.uncg.edu/isscm/graduate/certificates/graduate-certificate-in-business-analytics-2/,north carolina
University of North Carolina Wilmington,"Wilmington, North Carolina",Master of Science in Data Science,http://uncw.edu/datascience/index.html,north carolina
Wake Forest University,"Winston Salem, North Carolina",Master of Science in Business Analytics,http://business.wfu.edu/ms-analytics/,north carolina
Minot State University,"Minot, North Dakota",Master of Science in Information Systems,http://www.minotstateu.edu/business/pages/grad_programs/msis.shtml,north dakota
North Dakota State University-Main Campus,"Fargo, North Dakota",Master of Science in Applied Statistics,https://bulletin.ndsu.edu/programs-study/graduate/statistics/,north dakota
University of North Dakota,"Grand Forks, North Dakota",Graduate Certificate in Geographic Information Science,http://und.edu/academics/extended-learning/online-distance/graduate-certificates/geographic-information-science/,north dakota
Bowling Green State University,Huron | Bowling Green,M.S. in Analytics,http://www.bgsu.edu/graduate/analytics.html,ohio
Case Western Reserve University,Cleveland,MSM - Business Analytics,https://weatherhead.case.edu/degrees/masters/ms-management/business-analytics/,ohio
Cleveland State University,Cleveland,Graduate Certificate in Advanced Business Analytics,http://www.csuohio.edu/business/academics/business-analytics-graduate-certificate-programs,ohio
Kent State University at Kent,Kent,Graduate Certificate in Health Informatics,https://onlinedegrees.kent.edu/ischool/health-informatics/certificate,ohio
Ohio State University-Main Campus,Columbus,Master of Applied Statistics,http://www.stat.osu.edu/dept/descriptions-programs/master-applied-statistics/quarters,ohio
Ohio University,Athens,Online MBA in Business Analytics,http://onlinemba.ohio.edu/lp-responsive-portals/?Access_Code=OU-MBABA-FA2015A&utm_source=email&utm_campaign=OU-MBABA-FA2015A,ohio
University of Cincinnati,Cincinnati,Doctor of Philosophy in Biomedical Informatics,http://med.uc.edu/bmigrad/doctoral/about,ohio
Wittenberg University,Springfield,Master of Science in Analytics,http://www.wittenberg.edu/academics/analytics,ohio
Xavier University,Cincinnati,Master of Science in Customer Analytics,http://www.xavier.edu/master-science-customer-analytics/,ohio
Oklahoma State University-Main Campus,Stillwater,Bioinformatics Certification Program,http://bioinformatics.okstate.edu/,oklahoma
Southwestern Oklahoma State University,Weatherford,M.S. Healthcare Informatics & Information Management,http://www.swosu.edu/academics/health-information-management/programs/graduate/index.aspx,oklahoma
University of Oklahoma Norman Campus,Norman,Master of Science in Data Science and Analytics,http://www.ou.edu/content/coe/academics/graduate/academics/datascience1.html,oklahoma
Oregon Health & Science University,Portland,Certificate in Biostatistics,http://ohsu-psu-sph.org/index.php/certificate-in-biostatistics/,oregon
Oregon State University,Corvallis,Graduate Certificate in Business Analytics,http://business.oregonstate.edu/graduate-certficiates/graduate-certificate,oregon
Portland State University,Portland,Graduate Certificate in Applied Statistics,https://www.pdx.edu/math/graduate-certificate-in-applied-statistics,oregon
University of Portland,Portland,Certificate in Business Analytics,https://business.up.edu/certificates/business-analytics-certificate.html,oregon
Carnegie Mellon University,Pittsburgh,Master of Computational Data Science (MCDS),http://mcds.cs.cmu.edu/,pennsylvania
Drexel University,Philadelphia,Business Analytics Certificate,https://www.lebow.drexel.edu/academics/executive/certificate-programs/business-analytics-certificate,pennsylvania
Harrisburg University of Science and Technology,Harrisburg,Online Master of Science in Analytics,http://www.harrisburgu.edu/academics/graduate/analytics/online-analytics.php,pennsylvania
Lehigh University,Bethlehem,Master of Science in Accounting and Information Analysis,http://cbe.lehigh.edu/msaia,pennsylvania
Mercyhurst University,Erie,Master of Science in Data Science,http://www.ridgecollege.org/ms-data-science,pennsylvania
Misericordia University,Dallas,Health Care Informatics Graduate Certificate,http://www.misericordia.edu/page.cfm?p=1117,pennsylvania
Pennsylvania State University-Penn State Great Valley,Malvern,Graduate Certificate in Data Analytics,http://greatvalley.psu.edu/academics/graduate-certificates/data-analytics,pennsylvania
Pennsylvania State University-Penn State Harrisburg,Middletown,Master of Science in Information Systems,https://harrisburg.psu.edu/business-administration/information-systems/master-science-information-systems,pennsylvania
Pennsylvania State University-World Campus,University Park,Graduate Certificate in Applied Statistics,http://www.worldcampus.psu.edu/degrees-and-certificates/applied-statistics-certificate/courses,pennsylvania
Saint Joseph's University,Philadelphia,Master of Science in Business Intelligence & Analytics Program,http://www.sju.edu/int/academics/hsb/grad/msbi/,pennsylvania
The University of Scranton,Scranton,Master of Science in Health Informatics,http://elearning.scranton.edu/mshi/ms-health-informatics,pennsylvania
University of Pennsylvania,Philadelphia,"Master of Business Administration - Operations, Information and Decisions Specialty, Information Systems Track",https://oid.wharton.upenn.edu/programs/mba/operations-information-and-decisions/,pennsylvania
University of Pittsburgh-Bradford,Bradford,Master's Degree in Biomedical Informatics,http://www.dbmi.pitt.edu/training-programs,pennsylvania
University of Pittsburgh-Pittsburgh Campus,Pittsburgh,Business Analytics Certificate,http://www.business.pitt.edu/katz/mba/academics/certificates/analytics,pennsylvania
Villanova University,Villanova,Graduate Certificate in Applied Statistics,http://www1.villanova.edu/content/dam/villanova/artsci/gradstudies/AppliedStatisticsGraduateInformationSheet.pdf,pennsylvania
Brown University,"Providence, Rhode Island",Master of Arts in Biostatistics,https://www.brown.edu/academics/public-health/biostatistics/scmam-track,rhode island
Bryant University,"Smithfield, Rhode Island",Graduate Certificate in Business Analytics,http://gradschool.bryant.edu/business/analytics.htm,rhode island
University of Rhode Island,"Kingston, Rhode Island",Graduate Certificate in Geographic Information Systems,http://web.uri.edu/cels-gradprograms/certificate-in-gis-and-remote-sensing/,rhode island
Clemson University,"Clemson, South Carolina",Doctor of Philosophy in Biomedical Data Science and Informatics,http://www.clemson.edu/graduate/academics/program-details.html?m_id=joint-BDSI,south carolina
Medical University of South Carolina,"Charleston, South Carolina",Master of Science in Health Informatics,http://academicdepartments.musc.edu/chp/MSHI/,south carolina
University of South Carolina-Columbia,"Columbia, South Carolina",Graduate Certificate in Business Analytics,http://sc.edu/study/colleges_schools/moore/academic_programs/certificate_programs/index.php,south carolina
Dakota State University,"Madison, South Dakota",Doctor of Science in Information Systems,http://dsu.edu/graduate-students/dscis,south dakota
South Dakota State University,"Brookings, South Dakota",Certificate in Data Science,https://www.sdstate.edu/mathematics-statistics/data-science-certificate,south dakota
University of South Dakota,"Vermillion, South Dakota",Graduate Certificate in Business Analytics,http://www.usd.edu/usd-online/online-programs/certificate-in-business-analytics,south dakota
Austin Peay State University,Clarksville,Professional Science Master's Degree in Predictive Analytics,http://www.apsu.edu/programs/graduate/computer-science-and-quantitative-methods-predictive-analytics.php,tennessee
Lipscomb University,Nashville,Master of Science in Data Science,https://www.lipscomb.edu/technology/graduate-programs/graduate-data-science,tennessee
Middle Tennessee State University,Murfreesboro,Master of Science in Information Systems (Business Intelligence and Analytics Concentration),http://www.mtsu.edu/programs/information-systems-ms/index.php#t-0,tennessee
Tennessee Technological University,Cookeville,Professional Science Master's Degree in Environmental Informatics,https://www.tntech.edu/is/ses/psm/psmei,tennessee
The University of Tennessee at Chattanooga,Chattanooga,Graduate Certificate in Business Analytics,http://www.utc.edu/college-business/academic-programs/graduate-programs/business-analytics/index.php,tennessee
The University of Tennessee,Knoxville,Master of Science in Business Analytics,http://bus.utk.edu/soms/analytics/,tennessee
University of Memphis,Memphis,Graduate Certificate in Bioinformatics,http://www.memphis.edu/bioinformatics/certificate/index.php#,tennessee
Vanderbilt University,Nashville,Master of Science in Applied Clinical Informatics,https://medschool.vanderbilt.edu/biomedical-informatics/msaci/,tennessee
Southern Methodist University,Dallas,Online Master of Science in Data Science,https://requestinfo.datascience.smu.edu/index.html?s=mastersindatasciencesite&l=schools_texas--listings-featured-program,texas
Southern Methodist University,Dallas,Online Master of Science in Data Science,https://requestinfo.datascience.smu.edu/index.html?s=mastersdatasciencesitesmu&l=list&utm_source=mastersdatasciencesitesmu&utm_campaign=list&utm_medium=link,texas
Tarleton State University,Stephenville,M.S. in Mathematical Data Mining,http://www.tarleton.edu/Costweb/math/degrees/graduate.html#MSDataMining,texas
Texas A & M University-College Station,College Station,Graduate Certificate in Statistics,http://online.stat.tamu.edu/degree-plan/applied-statistics/,texas
Texas Tech University,Lubbock,Master of Science in Data Science,https://www.depts.ttu.edu/rawlsbusiness/graduate/ms/datascience/,texas
Texas Woman's University,Denton,Master of Science in Informatics,http://www.twu.edu/informatics/graduate-program/,texas
The University of Texas at Arlington,Arlington,M.S. in Business Analytics,http://www.uta.edu/msba,texas
The University of Texas at Austin,Austin,Master of Science in Business Analytics,http://www.mccombs.utexas.edu/business-analytics.aspx,texas
The University of Texas at Dallas,Richardson,Graduate Certificate in Business Intelligence and Data Mining,http://jindal.utdallas.edu/isom/information-systems-programs/certificate-programs/#01-sas-ut-dallas-data-mining-and-bi,texas
The University of Texas at San Antonio,San Antonio,Master of Science in Applied Statistics,http://graduateschool.utsa.edu/future-students/academic-programs/applied-statistics-m.s,texas
The University of Texas Health Science Center at Houston,Houston,Doctor of Philosophy in Biomedical Informatics,https://sbmi.uth.edu/prospective-students/academics/doctoral.htm,texas
University of Houston-Downtown,Houston,Master in Data Analytics,https://www.uhd.edu/academics/sciences/Pages/master-in-data-analytics.aspx,texas
University of North Texas,Denton,MS - Business Analytics,http://www.cob.unt.edu/programs/masters/tracksheets/MS%20Business%20Analytics.pdf,texas
Brigham Young University-Provo,Provo,Master of Information Systems Management - Business Analytics and Intelligence,https://marriottschool.byu.edu/infosys/mism/what-will-i-study/program-overview/,utah
University of Utah,Salt Lake City,Certificate in Big Data,http://www.cs.utah.edu/bigdata/,utah
University of Vermont,Burlington,Certificate of Graduate Study in Complex Systems,http://www.uvm.edu/~cmplxsys/teaching-learning/certificate-of-study-in-complex-systems/,vermont
College of William and Mary,Williamsburg,Master of Science in Business Analytics,http://mason.wm.edu/programs/msba/index.php,virginia
George Mason University,Fairfax,Doctor of Philosophy in Computational Sciences and Informatics,https://cos.gmu.edu/cds/phd-in-computational-sciences-and-informatics/,virginia
Radford University,Radford,MS in Data and Information Management,http://www.radford.edu/content/csat/home/daim/about.html,virginia
University of Mary Washington,Fredericksburg,Masters in Geospatial Analysis,http://cas.umw.edu/gis/masters/,virginia
University of Virginia,Charlottesville,Master of Science in Commerce - Business Analytics,https://www.commerce.virginia.edu/ms-commerce/business-analytics,virginia
Virginia Commonwealth University,Richmond,Executive MBA with concentration in business analytics,http://bulletin.vcu.edu/graduate/school-business/mba-programs/business-administration-executive-business-analytics/,virginia
Virginia Tech,Blacksburg,Master of Information Technology - Business Information Systems,http://vtmit.vt.edu/academics/modules/business-information-systems.html,virginia
Bellevue College,Bellevue,Healthcare Data Analyst Certificate,http://www.bellevuecollege.edu/ce/healthcare-classes/healthcare-data-analyst-certificate/,washington
City University of Seattle,Seattle,Master of Science in Computer Science with Concentration in Big Data Management,http://www.cityu.edu/programs-overview/master-science-computer-science/,washington
Seattle University,Seattle,Graduate Certificate in Business Analytics,https://www.seattleu.edu/albers/graduate/certificates/business-analytics/,washington
University of Washington-Seattle Campus,Seattle,Certificate in Data Science,http://www.pce.uw.edu/certificates/data-science.html,washington
University of Washington-Tacoma Campus,Tacoma,Certificate in Business Analysis,http://www.pce.uw.edu/certificates/business-analysis.html,washington
Marshall University,"Huntington, West Virginia",Graduate Certificate in Bioinformatics,http://www.marshall.edu/graduate/select-your-degree-or-certificate-program/graduate-certificate-in-bioinformatics/,west virginia
West Virginia University,"Morgantown, West Virginia",Certificate in Applied Statistics,http://catalog.wvu.edu/graduate/eberlycollegeofartsandsciences/statistics/,west virginia
Marquette University,Milwaukee,Master of Science in Applied Statistics,http://www.marquette.edu/mscs/grad-applied-statistics.shtml,wisconsin
University of Wisconsin Colleges,Madison,Online Master of Science in Data Science,http://datasciencedegree.wisconsin.edu/,wisconsin
University of Wisconsin-Madison,Madison,Master of Science in Statistics - Data Science,https://advanceyourcareer.wisc.edu/degrees/data-science/,wisconsin
University of Wisconsin-Milwaukee,Milwaukee,Online Graduate Certificate in Business Analytics,http://uwm.edu/graduateschool/business-analytics-certificate/,wisconsin
